Date,High,Low,Open,Close,Volume,Adj Close,Name
2016-10-18,62.18000030517578,60.91999816894531,61.9900016784668,61.08000183105469,2222000.0,51.692867279052734,EQR
2016-10-19,61.380001068115234,60.86000061035156,61.060001373291016,61.2400016784668,2720100.0,51.828269958496094,EQR
2016-10-20,61.619998931884766,60.81999969482422,61.189998626708984,61.029998779296875,1866100.0,51.65054702758789,EQR
2016-10-21,61.2400016784668,60.43000030517578,60.56999969482422,61.029998779296875,1867500.0,51.65054702758789,EQR
2016-10-24,61.77000045776367,60.560001373291016,61.38999938964844,60.709999084472656,1498900.0,51.379722595214844,EQR
2016-10-25,60.72999954223633,59.86000061035156,60.040000915527344,60.369998931884766,2733400.0,51.091976165771484,EQR
2016-10-26,61.560001373291016,60.040000915527344,61.439998626708984,61.150001525878906,2433200.0,51.75210189819336,EQR
2016-10-27,60.970001220703125,59.58000183105469,60.970001220703125,59.849998474121094,2064400.0,50.651885986328125,EQR
2016-10-28,60.939998626708984,59.869998931884766,59.9900016784668,60.18000030517578,1810700.0,50.93117904663086,EQR
2016-10-31,61.939998626708984,60.33000183105469,60.540000915527344,61.75,2013800.0,52.2598876953125,EQR
2016-11-01,61.81999969482422,60.54999923706055,61.63999938964844,60.81999969482422,2129200.0,51.472816467285156,EQR
2016-11-02,61.97999954223633,60.75,61.060001373291016,60.869998931884766,2335500.0,51.51512908935547,EQR
2016-11-03,61.72999954223633,60.75,60.88999938964844,61.29999923706055,2035400.0,51.879051208496094,EQR
2016-11-04,61.95000076293945,61.06999969482422,61.5,61.59000015258789,1698300.0,52.124488830566406,EQR
2016-11-07,62.54999923706055,61.279998779296875,62.33000183105469,61.61000061035156,1760500.0,52.14140701293945,EQR
2016-11-08,62.81999969482422,61.31999969482422,61.65999984741211,62.56999969482422,1570300.0,52.9538688659668,EQR
2016-11-09,62.43000030517578,60.209999084472656,61.40999984741211,61.279998779296875,2501800.0,51.862125396728516,EQR
2016-11-10,61.439998626708984,59.290000915527344,61.439998626708984,59.97999954223633,2351300.0,50.76190948486328,EQR
2016-11-11,61.099998474121094,59.869998931884766,60.0,60.04999923706055,2325900.0,50.821163177490234,EQR
2016-11-14,61.56999969482422,59.02000045776367,60.099998474121094,61.0,3065800.0,51.62515640258789,EQR
2016-11-15,61.5,58.599998474121094,61.25,59.29999923706055,3901700.0,50.18642044067383,EQR
