Date,High,Low,Open,Close,Volume,Adj Close,Name
2016-10-18,126.75,125.2300033569336,126.48999786376953,125.33999633789062,1491500.0,112.73553466796875,CB
2016-10-19,126.30999755859375,125.33999633789062,125.70999908447266,126.02999877929688,915300.0,113.35613250732422,CB
2016-10-20,125.63999938964844,122.91999816894531,125.63999938964844,123.02999877929688,2238800.0,110.65782165527344,CB
2016-10-21,122.2699966430664,121.4800033569336,122.0,121.9000015258789,2094300.0,109.6414794921875,CB
2016-10-24,123.2699966430664,122.02999877929688,122.5999984741211,122.27999877929688,1302200.0,109.9832534790039,CB
2016-10-25,123.04000091552734,121.87999725341797,122.37000274658203,122.44999694824219,1508800.0,110.13616943359375,CB
2016-10-26,127.19000244140625,123.56999969482422,124.36000061035156,127.0,3248600.0,114.22859191894531,CB
2016-10-27,127.7300033569336,126.77999877929688,127.2699966430664,127.01000213623047,2114200.0,114.23759460449219,CB
2016-10-28,128.55999755859375,126.23999786376953,127.37999725341797,127.51000213623047,2234500.0,114.68733215332031,CB
2016-10-31,128.3699951171875,126.87999725341797,128.0399932861328,127.0,1615200.0,114.22859191894531,CB
2016-11-01,127.44000244140625,124.80000305175781,127.25,125.48999786376953,1381400.0,112.87045288085938,CB
2016-11-02,126.0,124.68000030517578,125.54000091552734,124.72000122070312,1227200.0,112.17788696289062,CB
2016-11-03,125.83000183105469,124.26000213623047,125.13999938964844,124.44999694824219,1147000.0,111.93505096435547,CB
2016-11-04,125.37999725341797,123.08000183105469,124.83999633789062,123.11000061035156,1565400.0,110.72979736328125,CB
2016-11-07,124.95999908447266,123.98999786376953,124.58000183105469,124.5,1893200.0,111.98002624511719,CB
2016-11-08,125.83999633789062,124.06999969482422,124.52999877929688,125.37999725341797,1846500.0,112.77149963378906,CB
2016-11-09,126.33999633789062,123.5,124.69000244140625,125.8499984741211,2500400.0,113.19425201416016,CB
2016-11-10,126.66999816894531,124.37999725341797,126.36000061035156,126.45999908447266,3074500.0,113.74288940429688,CB
2016-11-11,126.9800033569336,125.47000122070312,126.23999786376953,126.8499984741211,1781300.0,114.09368133544922,CB
2016-11-14,127.93000030517578,126.44000244140625,127.41999816894531,126.9000015258789,1914100.0,114.13867950439453,CB
2016-11-15,126.33999633789062,124.81999969482422,126.20999908447266,125.12000274658203,1962900.0,112.53765869140625,CB
2016-11-16,125.58000183105469,124.0999984741211,124.62000274658203,125.41999816894531,2151400.0,112.80747985839844,CB
2016-11-17,125.9800033569336,124.48999786376953,125.23999786376953,125.33999633789062,1263800.0,112.73553466796875,CB
2016-11-18,126.7300033569336,125.0,125.62999725341797,126.30000305175781,1989700.0,113.59901428222656,CB
2016-11-21,127.25,126.16000366210938,126.86000061035156,127.05000305175781,1622200.0,114.2735824584961,CB
2016-11-22,127.58999633789062,126.05000305175781,127.58999633789062,126.41000366210938,1645700.0,113.69793701171875,CB
2016-11-23,127.5,125.94999694824219,126.6500015258789,126.69000244140625,1077700.0,113.94979858398438,CB
2016-11-25,127.12999725341797,126.06999969482422,127.05000305175781,126.6500015258789,534200.0,113.91381072998047,CB
2016-11-28,126.94999694824219,125.69999694824219,126.25,126.76000213623047,1576200.0,114.01274871826172,CB
2016-11-29,128.58999633789062,126.20999908447266,127.01000213623047,128.24000549316406,1722900.0,115.34391021728516,CB
2016-11-30,129.57000732421875,127.54000091552734,128.94000244140625,128.0,2924200.0,115.12806701660156,CB
2016-12-01,129.08999633789062,127.70999908447266,128.32000732421875,129.02999877929688,1810900.0,116.05445861816406,CB
2016-12-02,128.9600067138672,127.77999877929688,128.5800018310547,127.81999969482422,1663900.0,114.96612548828125,CB
2016-12-05,129.0800018310547,128.0,128.30999755859375,128.72000122070312,1399200.0,115.77564239501953,CB
2016-12-06,130.2899932861328,128.41000366210938,128.97000122070312,130.08999633789062,2318100.0,117.00785827636719,CB
2016-12-07,132.14999389648438,129.9199981689453,130.42999267578125,132.0800018310547,2454500.0,118.79774475097656,CB
2016-12-08,132.99000549316406,131.5500030517578,132.42999267578125,132.1999969482422,1951500.0,118.9056625366211,CB
